id,source,source_url,cycle,sex,age_min,age_max,metric,percentile,value,unit,sample_n,weighted_sample_sum,source_file,source_variable,notes
nhanes-2017-2018-female-18-59-appendicular_lean_mass_kg-p25,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,female,18,59,appendicular_lean_mass_kg,25,15.4886,kg,1290,61633601.0467,DXX_J,DXDLALE+DXDRALE+DXDLLLE+DXDRLLE,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-18-59-appendicular_lean_mass_kg-p50,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,female,18,59,appendicular_lean_mass_kg,50,17.8277,kg,1290,61633601.0467,DXX_J,DXDLALE+DXDRALE+DXDLLLE+DXDRLLE,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-18-59-appendicular_lean_mass_kg-p75,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,female,18,59,appendicular_lean_mass_kg,75,20.5183,kg,1290,61633601.0467,DXX_J,DXDLALE+DXDRALE+DXDLLLE+DXDRLLE,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-18-59-appendicular_lean_mass_kg-p90,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,female,18,59,appendicular_lean_mass_kg,90,23.6277,kg,1290,61633601.0467,DXX_J,DXDLALE+DXDRALE+DXDLLLE+DXDRLLE,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-18-59-appendicular_lean_mass_kg-p95,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,female,18,59,appendicular_lean_mass_kg,95,25.8367,kg,1290,61633601.0467,DXX_J,DXDLALE+DXDRALE+DXDLLLE+DXDRLLE,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-18-29-appendicular_lean_index-p5,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,male,18,29,appendicular_lean_index,5,6.3352,kg/m2,372,19172887.784,DXX_J,(DXDLALE+DXDRALE+DXDLLLE+DXDRLLE)/height^2,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-18-29-appendicular_lean_index-p10,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,male,18,29,appendicular_lean_index,10,6.8104,kg/m2,372,19172887.784,DXX_J,(DXDLALE+DXDRALE+DXDLLLE+DXDRLLE)/height^2,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-18-29-appendicular_lean_index-p25,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,male,18,29,appendicular_lean_index,25,7.557,kg/m2,372,19172887.784,DXX_J,(DXDLALE+DXDRALE+DXDLLLE+DXDRLLE)/height^2,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-18-29-appendicular_lean_index-p50,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,male,18,29,appendicular_lean_index,50,8.5864,kg/m2,372,19172887.784,DXX_J,(DXDLALE+DXDRALE+DXDLLLE+DXDRLLE)/height^2,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-18-29-appendicular_lean_index-p75,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,male,18,29,appendicular_lean_index,75,9.5832,kg/m2,372,19172887.784,DXX_J,(DXDLALE+DXDRALE+DXDLLLE+DXDRLLE)/height^2,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-18-29-appendicular_lean_index-p90,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,male,18,29,appendicular_lean_index,90,10.5389,kg/m2,372,19172887.784,DXX_J,(DXDLALE+DXDRALE+DXDLLLE+DXDRLLE)/height^2,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-18-29-appendicular_lean_index-p95,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,male,18,29,appendicular_lean_index,95,11.1866,kg/m2,372,19172887.784,DXX_J,(DXDLALE+DXDRALE+DXDLLLE+DXDRLLE)/height^2,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-30-39-appendicular_lean_index-p5,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,male,30,39,appendicular_lean_index,5,7.2335,kg/m2,249,13784139.5563,DXX_J,(DXDLALE+DXDRALE+DXDLLLE+DXDRLLE)/height^2,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-30-39-appendicular_lean_index-p10,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,male,30,39,appendicular_lean_index,10,7.5108,kg/m2,249,13784139.5563,DXX_J,(DXDLALE+DXDRALE+DXDLLLE+DXDRLLE)/height^2,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-30-39-appendicular_lean_index-p25,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,male,30,39,appendicular_lean_index,25,8.1951,kg/m2,249,13784139.5563,DXX_J,(DXDLALE+DXDRALE+DXDLLLE+DXDRLLE)/height^2,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-30-39-appendicular_lean_index-p50,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,male,30,39,appendicular_lean_index,50,9.0719,kg/m2,249,13784139.5563,DXX_J,(DXDLALE+DXDRALE+DXDLLLE+DXDRLLE)/height^2,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-30-39-appendicular_lean_index-p75,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,male,30,39,appendicular_lean_index,75,9.8762,kg/m2,249,13784139.5563,DXX_J,(DXDLALE+DXDRALE+DXDLLLE+DXDRLLE)/height^2,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-30-39-appendicular_lean_index-p90,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,male,30,39,appendicular_lean_index,90,10.7817,kg/m2,249,13784139.5563,DXX_J,(DXDLALE+DXDRALE+DXDLLLE+DXDRLLE)/height^2,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-30-39-appendicular_lean_index-p95,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,male,30,39,appendicular_lean_index,95,11.4292,kg/m2,249,13784139.5563,DXX_J,(DXDLALE+DXDRALE+DXDLLLE+DXDRLLE)/height^2,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-40-49-appendicular_lean_index-p5,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,male,40,49,appendicular_lean_index,5,6.9774,kg/m2,260,12960800.1904,DXX_J,(DXDLALE+DXDRALE+DXDLLLE+DXDRLLE)/height^2,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-40-49-appendicular_lean_index-p10,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,male,40,49,appendicular_lean_index,10,7.6001,kg/m2,260,12960800.1904,DXX_J,(DXDLALE+DXDRALE+DXDLLLE+DXDRLLE)/height^2,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-40-49-appendicular_lean_index-p25,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,male,40,49,appendicular_lean_index,25,8.3584,kg/m2,260,12960800.1904,DXX_J,(DXDLALE+DXDRALE+DXDLLLE+DXDRLLE)/height^2,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-40-49-appendicular_lean_index-p50,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,male,40,49,appendicular_lean_index,50,9.1574,kg/m2,260,12960800.1904,DXX_J,(DXDLALE+DXDRALE+DXDLLLE+DXDRLLE)/height^2,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-40-49-appendicular_lean_index-p75,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,male,40,49,appendicular_lean_index,75,10.1777,kg/m2,260,12960800.1904,DXX_J,(DXDLALE+DXDRALE+DXDLLLE+DXDRLLE)/height^2,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-40-49-appendicular_lean_index-p90,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,male,40,49,appendicular_lean_index,90,10.9193,kg/m2,260,12960800.1904,DXX_J,(DXDLALE+DXDRALE+DXDLLLE+DXDRLLE)/height^2,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-40-49-appendicular_lean_index-p95,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,male,40,49,appendicular_lean_index,95,11.4166,kg/m2,260,12960800.1904,DXX_J,(DXDLALE+DXDRALE+DXDLLLE+DXDRLLE)/height^2,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-50-59-appendicular_lean_index-p5,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,male,50,59,appendicular_lean_index,5,6.8154,kg/m2,276,13786917.295,DXX_J,(DXDLALE+DXDRALE+DXDLLLE+DXDRLLE)/height^2,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-50-59-appendicular_lean_index-p10,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,male,50,59,appendicular_lean_index,10,7.128,kg/m2,276,13786917.295,DXX_J,(DXDLALE+DXDRALE+DXDLLLE+DXDRLLE)/height^2,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-50-59-appendicular_lean_index-p25,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,male,50,59,appendicular_lean_index,25,8.0334,kg/m2,276,13786917.295,DXX_J,(DXDLALE+DXDRALE+DXDLLLE+DXDRLLE)/height^2,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-50-59-appendicular_lean_index-p50,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,male,50,59,appendicular_lean_index,50,8.9887,kg/m2,276,13786917.295,DXX_J,(DXDLALE+DXDRALE+DXDLLLE+DXDRLLE)/height^2,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-50-59-appendicular_lean_index-p75,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,male,50,59,appendicular_lean_index,75,9.7796,kg/m2,276,13786917.295,DXX_J,(DXDLALE+DXDRALE+DXDLLLE+DXDRLLE)/height^2,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-50-59-appendicular_lean_index-p90,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,male,50,59,appendicular_lean_index,90,10.5997,kg/m2,276,13786917.295,DXX_J,(DXDLALE+DXDRALE+DXDLLLE+DXDRLLE)/height^2,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-50-59-appendicular_lean_index-p95,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,male,50,59,appendicular_lean_index,95,11.2641,kg/m2,276,13786917.295,DXX_J,(DXDLALE+DXDRALE+DXDLLLE+DXDRLLE)/height^2,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-18-59-appendicular_lean_index-p5,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,male,18,59,appendicular_lean_index,5,6.7979,kg/m2,1157,59704744.8257,DXX_J,(DXDLALE+DXDRALE+DXDLLLE+DXDRLLE)/height^2,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-18-59-appendicular_lean_index-p10,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,male,18,59,appendicular_lean_index,10,7.1562,kg/m2,1157,59704744.8257,DXX_J,(DXDLALE+DXDRALE+DXDLLLE+DXDRLLE)/height^2,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-18-59-appendicular_lean_index-p25,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,male,18,59,appendicular_lean_index,25,8.007,kg/m2,1157,59704744.8257,DXX_J,(DXDLALE+DXDRALE+DXDLLLE+DXDRLLE)/height^2,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-18-59-appendicular_lean_index-p50,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,male,18,59,appendicular_lean_index,50,8.9068,kg/m2,1157,59704744.8257,DXX_J,(DXDLALE+DXDRALE+DXDLLLE+DXDRLLE)/height^2,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-18-59-appendicular_lean_index-p75,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,male,18,59,appendicular_lean_index,75,9.8304,kg/m2,1157,59704744.8257,DXX_J,(DXDLALE+DXDRALE+DXDLLLE+DXDRLLE)/height^2,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-18-59-appendicular_lean_index-p90,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,male,18,59,appendicular_lean_index,90,10.7141,kg/m2,1157,59704744.8257,DXX_J,(DXDLALE+DXDRALE+DXDLLLE+DXDRLLE)/height^2,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-18-59-appendicular_lean_index-p95,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,male,18,59,appendicular_lean_index,95,11.267,kg/m2,1157,59704744.8257,DXX_J,(DXDLALE+DXDRALE+DXDLLLE+DXDRLLE)/height^2,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-18-29-appendicular_lean_index-p5,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,female,18,29,appendicular_lean_index,5,5.2013,kg/m2,388,19313030.885,DXX_J,(DXDLALE+DXDRALE+DXDLLLE+DXDRLLE)/height^2,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-18-29-appendicular_lean_index-p10,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,female,18,29,appendicular_lean_index,10,5.5016,kg/m2,388,19313030.885,DXX_J,(DXDLALE+DXDRALE+DXDLLLE+DXDRLLE)/height^2,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-18-29-appendicular_lean_index-p25,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,female,18,29,appendicular_lean_index,25,6.0421,kg/m2,388,19313030.885,DXX_J,(DXDLALE+DXDRALE+DXDLLLE+DXDRLLE)/height^2,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-18-29-appendicular_lean_index-p50,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,female,18,29,appendicular_lean_index,50,6.8626,kg/m2,388,19313030.885,DXX_J,(DXDLALE+DXDRALE+DXDLLLE+DXDRLLE)/height^2,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-18-29-appendicular_lean_index-p75,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,female,18,29,appendicular_lean_index,75,7.9927,kg/m2,388,19313030.885,DXX_J,(DXDLALE+DXDRALE+DXDLLLE+DXDRLLE)/height^2,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-18-29-appendicular_lean_index-p90,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,female,18,29,appendicular_lean_index,90,8.8679,kg/m2,388,19313030.885,DXX_J,(DXDLALE+DXDRALE+DXDLLLE+DXDRLLE)/height^2,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-18-29-appendicular_lean_index-p95,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,female,18,29,appendicular_lean_index,95,9.7093,kg/m2,388,19313030.885,DXX_J,(DXDLALE+DXDRALE+DXDLLLE+DXDRLLE)/height^2,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-30-39-appendicular_lean_index-p5,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,female,30,39,appendicular_lean_index,5,5.3174,kg/m2,295,14260010.8405,DXX_J,(DXDLALE+DXDRALE+DXDLLLE+DXDRLLE)/height^2,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-30-39-appendicular_lean_index-p10,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,female,30,39,appendicular_lean_index,10,5.5761,kg/m2,295,14260010.8405,DXX_J,(DXDLALE+DXDRALE+DXDLLLE+DXDRLLE)/height^2,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-30-39-appendicular_lean_index-p25,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,female,30,39,appendicular_lean_index,25,6.08,kg/m2,295,14260010.8405,DXX_J,(DXDLALE+DXDRALE+DXDLLLE+DXDRLLE)/height^2,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-30-39-appendicular_lean_index-p50,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,female,30,39,appendicular_lean_index,50,6.8365,kg/m2,295,14260010.8405,DXX_J,(DXDLALE+DXDRALE+DXDLLLE+DXDRLLE)/height^2,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-30-39-appendicular_lean_index-p75,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,female,30,39,appendicular_lean_index,75,7.9901,kg/m2,295,14260010.8405,DXX_J,(DXDLALE+DXDRALE+DXDLLLE+DXDRLLE)/height^2,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-30-39-appendicular_lean_index-p90,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,female,30,39,appendicular_lean_index,90,8.957,kg/m2,295,14260010.8405,DXX_J,(DXDLALE+DXDRALE+DXDLLLE+DXDRLLE)/height^2,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-30-39-appendicular_lean_index-p95,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,female,30,39,appendicular_lean_index,95,9.6473,kg/m2,295,14260010.8405,DXX_J,(DXDLALE+DXDRALE+DXDLLLE+DXDRLLE)/height^2,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-40-49-appendicular_lean_index-p5,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,female,40,49,appendicular_lean_index,5,5.2572,kg/m2,281,13291768.3614,DXX_J,(DXDLALE+DXDRALE+DXDLLLE+DXDRLLE)/height^2,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-40-49-appendicular_lean_index-p10,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.htm,2017-2018,female,40,49,appendicular_lean_index,10,5.691,kg/m2,281,13291768.3614,DXX_J,(DXDLALE+DXDRALE+DXDLLLE+DXDRLLE)/height^2,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
